1262034742434188.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034743444188.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034744448981.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034745453173.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034746457182.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034747461385.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034748469477.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034749477630.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034750491159.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034751498008.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034752506048.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034753514232.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034754522286.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034755530428.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034756538584.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034757546732.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034758554924.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034759563135.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034760571148.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034761583595.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034762590745.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034763598796.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034764606783.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034765614844.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034766622917.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034767630937.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034768638921.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034769647027.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034770655000.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034868100367.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034989355348.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034990363148.000000 	 754 	 427347 	 14821 	 0 	 0 
1262034991371184.000000 	 754 	 427347 	 14821 	 0 	 0 
1262035004990066.000000 	 754 	 427347 	 14821 	 0 	 0 
1262035005995692.000000 	 754 	 427347 	 14821 	 0 	 0 
1262035034325735.000000 	 754 	 427347 	 14821 	 0 	 0 
1262036983756038.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262036984760995.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262036985769049.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262036986776993.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262036987781196.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037742967163.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037743974650.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037744978601.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037745982731.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037746986771.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037747991038.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037749000517.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037750007151.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037751015222.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037752023250.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037753031313.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037754039320.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037755047534.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037756055685.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037757066283.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037758072045.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037759079927.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037760088011.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037910787057.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037911793457.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037912801265.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037913805210.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037914809318.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037915813408.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037916821911.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037917829868.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262037918838682.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262040886511377.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262040887519467.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262040888525881.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
1262040889533901.000000 	 754 	 427347 	 14821 	 0 	 0 	 0 	 200 	 32 	 11 
